"","complnum","date","code1","offense_desc1","code2","offense_desc2","crimesuccess","crimelevel","jurisdic","loc_desc","premise_type","park","Latitude","Longitude","Lat_Lon","compl_year","compl_month","compl_day"
"2153",496286962,"06/12/2016",109,"GRAND LARCENY",416,"LARCENY,GRAND FROM NIGHT CLUB, UNATTENDED","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","BAR/NIGHT CLUB",NA,40.720891684,-73.988817939,"(40.720891684, -73.988817939)","2016","12","06"
"2154",882309599,"06/12/2016",235,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSI","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","OPPOSITE OF","STREET",NA,40.726650337,-73.990491036,"(40.726650337, -73.990491036)","2016","12","06"
"2155",319001460,"06/12/2016",106,"FELONY ASSAULT",109,"ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.786944463,-73.943573426,"(40.786944463, -73.943573426)","2016","12","06"
"2156",734446270,"06/12/2016",106,"FELONY ASSAULT",109,"ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","FRONT OF","STREET",NA,40.733545537,-74.002115894,"(40.733545537, -74.002115894)","2016","12","06"
"2157",186882238,"06/12/2016",126,"MISCELLANEOUS PENAL LAW",104,"VEHICULAR ASSAULT (INTOX DRIVE","COMPLETED","FELONY","N.Y. POLICE DEPT",NA,"STREET",NA,40.801880184,-73.941364686,"(40.801880184, -73.941364686)","2016","12","06"
"2158",936079350,"06/12/2016",344,"ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT",NA,"STREET",NA,40.801880184,-73.941364686,"(40.801880184, -73.941364686)","2016","12","06"
"2159",970514876,"06/12/2016",235,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","INSIDE","RESIDENCE - PUBLIC HOUSING",NA,40.788721243,-73.939996774,"(40.788721243, -73.939996774)","2016","12","06"
"2160",855268142,"06/12/2016",578,"HARRASSMENT 2",637,"HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","N.Y. HOUSING POLICE","FRONT OF","RESIDENCE - PUBLIC HOUSING",NA,40.786178294,-73.948611589,"(40.786178294, -73.948611589)","2016","12","06"
"2161",957494251,"06/12/2016",105,"ROBBERY",397,"ROBBERY,OPEN AREA UNCLASSIFIED","COMPLETED","FELONY","N.Y. HOUSING POLICE","FRONT OF","RESIDENCE - PUBLIC HOUSING",NA,40.716514555,-73.975893551,"(40.716514555, -73.975893551)","2016","12","06"
"2162",819488055,"06/12/2016",344,"ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","FRONT OF","RESIDENCE - PUBLIC HOUSING",NA,40.786178294,-73.948611589,"(40.786178294, -73.948611589)","2016","12","06"
"2163",837062585,"06/12/2016",235,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","REAR OF","RESIDENCE - PUBLIC HOUSING",NA,40.743470455,-74.005393004,"(40.743470455, -74.005393004)","2016","12","06"
"2164",114642495,"06/12/2016",235,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","FRONT OF","STREET",NA,40.75473732,-73.989757926,"(40.75473732, -73.989757926)","2016","12","06"
"2165",627945074,"06/12/2016",106,"FELONY ASSAULT",109,"ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.762307706,-73.995850149,"(40.762307706, -73.995850149)","2016","12","06"
"2166",427522927,"06/12/2016",109,"GRAND LARCENY",411,"LARCENY,GRAND FROM EATERY, UNATTENDED","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESTAURANT/DINER",NA,40.739161316,-74.001105672,"(40.739161316, -74.001105672)","2016","12","06"
"2167",669462520,"06/12/2016",236,"DANGEROUS WEAPONS",782,"WEAPONS, POSSESSION, ETC","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","FRONT OF","STREET",NA,40.850934432,-73.942716695,"(40.850934432, -73.942716695)","2016","12","06"
"2168",995508319,"06/12/2016",344,"ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","FRONT OF","RESTAURANT/DINER",NA,40.729505263,-73.998247936,"(40.729505263, -73.998247936)","2016","12","06"
"2169",420431449,"06/12/2016",359,"OFFENSES AGAINST PUBLIC ADMINI",750,"RESISTING ARREST","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","FRONT OF","STREET",NA,40.721116603,-73.987360433,"(40.721116603, -73.987360433)","2016","12","06"
"2170",266056836,"06/12/2016",359,"OFFENSES AGAINST PUBLIC ADMINI",750,"RESISTING ARREST","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","FRONT OF","STREET",NA,40.721116603,-73.987360433,"(40.721116603, -73.987360433)","2016","12","06"
"2171",581581634,"06/12/2016",344,"ASSAULT 3 & RELATED OFFENSES",113,"MENACING,UNCLASSIFIED","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","INSIDE","RESIDENCE - PUBLIC HOUSING",NA,40.721589955,-73.977569259,"(40.721589955, -73.977569259)","2016","12","06"
"2172",601103787,"06/12/2016",341,"PETIT LARCENY",339,"LARCENY,PETIT FROM OPEN AREAS,","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","COMMERCIAL BUILDING",NA,40.729082038,-73.988787701,"(40.729082038, -73.988787701)","2016","12","06"
"2173",218907540,"06/12/2016",109,"GRAND LARCENY",416,"LARCENY,GRAND FROM NIGHT CLUB, UNATTENDED","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","BAR/NIGHT CLUB",NA,40.732293315,-73.987921193,"(40.732293315, -73.987921193)","2016","12","06"
"2174",480130180,"06/12/2016",109,"GRAND LARCENY",406,"LARCENY,GRAND FROM PERSON, BAG OPEN/DIP","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","BAR/NIGHT CLUB",NA,40.723169283,-73.984127538,"(40.723169283, -73.984127538)","2016","12","06"
"2175",959406975,"06/12/2016",351,"CRIMINAL MISCHIEF & RELATED OF",254,"MISCHIEF, CRIMINAL 4, OF MOTOR","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT",NA,"STREET",NA,40.847879012,-73.936404846,"(40.847879012, -73.936404846)","2016","12","06"
"2176",815606378,"06/12/2016",109,"GRAND LARCENY",405,"LARCENY,GRAND BY THEFT OF CREDIT CARD","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.830610314,-73.94957461,"(40.830610314, -73.94957461)","2016","12","01"
"2177",170751316,"06/11/2016",112,"THEFT-FRAUD",739,"FRAUD,UNCLASSIFIED-FELONY","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.745440538,-73.971527128,"(40.745440538, -73.971527128)","2016","12","02"
"2178",471717071,"06/08/2016",109,"GRAND LARCENY",438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE",NA,NA,40.806096945,-73.963380954,"(40.806096945, -73.963380954)","2016","12","05"
"2179",515213113,"06/07/2016",109,"GRAND LARCENY",405,"LARCENY,GRAND BY THEFT OF CREDIT CARD","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.802640491,-73.947074612,"(40.802640491, -73.947074612)","2016","12","05"
"2180",276639345,"06/06/2016",109,"GRAND LARCENY",402,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.852565028,-73.93297722,"(40.852565028, -73.93297722)","2016","12","05"
"2181",271726419,"06/04/2016",361,"OFF. AGNST PUB ORD SENSBLTY &",639,"AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE",NA,NA,40.748506813,-73.990588972,"(40.748506813, -73.990588972)","2016","12","05"
"2182",159999937,"06/03/2016",109,"GRAND LARCENY",409,"LARCENY,GRAND BY EXTORTION","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.778688352,-73.949610316,"(40.778688352, -73.949610316)","2016","12","05"
"2183",740011079,"06/02/2016",109,"GRAND LARCENY",430,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.742741275,-73.97881799,"(40.742741275, -73.97881799)","2016","12","05"
"2184",513318771,"06/02/2016",109,"GRAND LARCENY",407,"LARCENY,GRAND BY DISHONEST EMP","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","DOCTOR/DENTIST OFFICE",NA,40.747441011,-73.983201457,"(40.747441011, -73.983201457)","2016","12","05"
"2185",619149353,"06/01/2016",109,"GRAND LARCENY",426,"LARCENY,GRAND BY BANK ACCT COMPROMISE-TELLER","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","BANK",NA,40.750773635,-73.987073289,"(40.750773635, -73.987073289)","2016","12","05"
"2186",643706526,"06/01/2016",341,"PETIT LARCENY",313,"LARCENY,PETIT BY FALSE PROMISE","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.743511609,-73.994227355,"(40.743511609, -73.994227355)","2016","12","05"
"2187",459522678,"05/29/2016",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.853057278,-73.93966763,"(40.853057278, -73.93966763)","2016","12","05"
"2188",110547070,"05/27/2016",109,"GRAND LARCENY",422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.797532218,-73.96869853,"(40.797532218, -73.96869853)","2016","12","05"
"2189",598402131,"05/27/2016",361,"OFF. AGNST PUB ORD SENSBLTY &",639,"AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","COMMERCIAL BUILDING",NA,40.763652863,-73.97558409,"(40.763652863, -73.97558409)","2016","12","05"
"2190",963018612,"05/26/2016",126,"MISCELLANEOUS PENAL LAW",198,"CRIMINAL CONTEMPT 1","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.783408083,-73.983015445,"(40.783408083, -73.983015445)","2016","12","04"
"2191",483408696,"05/25/2016",578,"HARRASSMENT 2",637,"HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","N.Y. POLICE DEPT",NA,"STREET",NA,40.811377182,-73.954010867,"(40.811377182, -73.954010867)","2016","12","05"
"2192",325958744,"05/25/2016",109,"GRAND LARCENY",418,"LARCENY,GRAND BY ACQUIRING LOST CREDIT CARD","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","OTHER",NA,40.707318857,-74.010966266,"(40.707318857, -74.010966266)","2016","12","05"
"2193",560801170,"05/25/2016",340,"FRAUDS",718,"FRAUD,UNCLASSIFIED-MISDEMEANOR","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.742316326,-73.981658206,"(40.742316326, -73.981658206)","2016","12","05"
"2194",954146972,"05/24/2016",238,"FRAUDULENT ACCOSTING",466,"ACCOSTING,FRAUDULENT","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT",NA,"STREET",NA,40.703108175,-74.012999708,"(40.703108175, -74.012999708)","2016","12","04"
"2195",418328845,"05/23/2016",361,"OFF. AGNST PUB ORD SENSBLTY &",639,"AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.719598095,-73.982367922,"(40.719598095, -73.982367922)","2016","12","05"
"2196",682425272,"05/21/2016",126,"MISCELLANEOUS PENAL LAW",640,"AGGRAVATED HARASSMENT 1","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.725610889,-73.976875201,"(40.725610889, -73.976875201)","2016","12","05"
"2197",914423368,"05/21/2016",361,"OFF. AGNST PUB ORD SENSBLTY &",639,"AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.777896796,-73.984017007,"(40.777896796, -73.984017007)","2016","12","05"
"2198",864571042,"05/20/2016",341,"PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","BEAUTY & NAIL SALON",NA,40.762633776,-73.972115403,"(40.762633776, -73.972115403)","2016","12","04"
"2199",866570835,"05/19/2016",126,"MISCELLANEOUS PENAL LAW",764,"BAIL JUMPING 1 & 2","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","OTHER",NA,40.714477693,-74.002512083,"(40.714477693, -74.002512083)","2016","12","04"
"2200",619134948,"05/18/2016",116,"SEX CRIMES",177,"SEXUAL ABUSE","COMPLETED","FELONY","N.Y. POLICE DEPT",NA,"PARK/PLAYGROUND",NA,NA,NA,NA,"2016","12","05"
"2201",615962103,"05/18/2016",351,"CRIMINAL MISCHIEF & RELATED OF",254,"MISCHIEF, CRIMINAL 4, OF MOTOR","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","FRONT OF","STREET",NA,40.79259106,-73.944984336,"(40.79259106, -73.944984336)","2016","12","05"
"2202",320186205,"05/18/2016",105,"ROBBERY",384,"ROBBERY,POCKETBOOK/CARRIED BAG","COMPLETED","FELONY","N.Y. POLICE DEPT",NA,"BUS STOP",NA,40.815913077,-73.945149307,"(40.815913077, -73.945149307)","2016","12","05"
"2203",658869001,"05/17/2016",341,"PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","CHAIN STORE",NA,40.751600255,-73.992046671,"(40.751600255, -73.992046671)","2016","12","05"
"2204",233562552,"05/17/2016",121,"CRIMINAL MISCHIEF & RELATED OF",267,"MISCHIEF, CRIMINAL 3 & 2, OF M","COMPLETED","FELONY","N.Y. POLICE DEPT","FRONT OF","GAS STATION",NA,40.78119897,-73.947777715,"(40.78119897, -73.947777715)","2016","12","05"
"2205",805330329,"05/17/2016",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT","INSIDE","HOSPITAL",NA,40.773968945,-73.960614956,"(40.773968945, -73.960614956)","2016","12","05"
"2206",280996070,"05/17/2016",121,"CRIMINAL MISCHIEF & RELATED OF",273,"TAMPERING 1,CRIMINAL","COMPLETED","FELONY","N.Y. TRANSIT POLICE",NA,"TRANSIT - NYC SUBWAY",NA,40.714060101,-73.990200647,"(40.714060101, -73.990200647)","2016","12","04"
"2207",336520619,"05/16/2016",106,"FELONY ASSAULT",109,"ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT",NA,"STREET",NA,40.74530132,-73.998489317,"(40.74530132, -73.998489317)","2016","12","05"
"2208",792119215,"05/16/2016",344,"ASSAULT 3 & RELATED OFFENSES",113,"MENACING,UNCLASSIFIED","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.721611018,-73.991213279,"(40.721611018, -73.991213279)","2016","12","05"
"2209",648969807,"05/16/2016",109,"GRAND LARCENY",420,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.776424905,-73.979514952,"(40.776424905, -73.979514952)","2016","12","05"
"2210",174021990,"05/16/2016",344,"ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","PUBLIC SCHOOL",NA,40.765342984,-73.989456666,"(40.765342984, -73.989456666)","2016","12","05"
"2211",752676244,"05/16/2016",344,"ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","PUBLIC SCHOOL",NA,40.767848752,-73.987629545,"(40.767848752, -73.987629545)","2016","12","05"
"2212",791207467,"05/15/2016",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT",NA,"STREET",NA,40.81667027,-73.938992513,"(40.81667027, -73.938992513)","2016","12","05"
"2213",122228833,"05/15/2016",109,"GRAND LARCENY",421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE","COMPLETED","FELONY","N.Y. POLICE DEPT",NA,"STREET",NA,40.755524354,-73.983625334,"(40.755524354, -73.983625334)","2016","12","05"
"2214",197755611,"05/14/2016",109,"GRAND LARCENY",438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","HOTEL/MOTEL",NA,40.758182541,-73.975362299,"(40.758182541, -73.975362299)","2016","12","05"
"2215",564714493,"05/14/2016",109,"GRAND LARCENY",421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE","COMPLETED","FELONY","N.Y. POLICE DEPT",NA,"TAXI (YELLOW LICENSED)",NA,40.780181011,-73.955093986,"(40.780181011, -73.955093986)","2016","12","05"
"2216",160903711,"05/14/2016",106,"FELONY ASSAULT",105,"STRANGULATION 1ST","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.824594123,-73.950092244,"(40.824594123, -73.950092244)","2016","12","05"
"2217",354676470,"05/14/2016",341,"PETIT LARCENY",321,"LARCENY,PETIT FROM AUTO","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","FRONT OF","STREET",NA,40.743066174,-73.98536422,"(40.743066174, -73.98536422)","2016","12","05"
"2218",160271897,"05/14/2016",109,"GRAND LARCENY",402,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","COMMERCIAL BUILDING",NA,40.731346117,-73.985677096,"(40.731346117, -73.985677096)","2016","12","05"
"2219",308139094,"05/14/2016",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. HOUSING POLICE","INSIDE","RESIDENCE - PUBLIC HOUSING",NA,40.78556509,-73.946142079,"(40.78556509, -73.946142079)","2016","12","05"
"2220",757897392,"05/13/2016",236,"DANGEROUS WEAPONS",782,"WEAPONS, POSSESSION, ETC","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT",NA,"STREET",NA,40.71984031,-73.987544659,"(40.71984031, -73.987544659)","2016","12","05"
"2221",479257729,"05/13/2016",344,"ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","FRONT OF","STREET",NA,40.773968945,-73.960614956,"(40.773968945, -73.960614956)","2016","12","05"
"2222",190890421,"05/13/2016",348,"VEHICLE AND TRAFFIC LAWS",916,"LEAVING SCENE-ACCIDENT-PERSONA","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT",NA,"STREET",NA,40.798623377,-73.943744117,"(40.798623377, -73.943744117)","2016","12","05"
"2223",210757367,"05/13/2016",106,"FELONY ASSAULT",109,"ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","HOSPITAL",NA,40.789802923,-73.952288725,"(40.789802923, -73.952288725)","2016","12","05"
"2224",507642159,"05/13/2016",117,"DANGEROUS DRUGS",505,"CONTROLLED SUBSTANCE, POSSESSI","COMPLETED","FELONY","N.Y. POLICE DEPT","FRONT OF","STREET",NA,40.808793115,-73.944833676,"(40.808793115, -73.944833676)","2016","12","05"
"2225",989135966,"05/13/2016",235,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","OPPOSITE OF","STREET",NA,40.760336849,-73.993106885,"(40.760336849, -73.993106885)","2016","12","05"
"2226",373075272,"05/13/2016",344,"ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","FRONT OF","RESIDENCE - APT. HOUSE",NA,40.8674377,-73.918814643,"(40.8674377, -73.918814643)","2016","12","05"
"2227",720753996,"05/13/2016",341,"PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","CLOTHING/BOUTIQUE",NA,40.75619167,-73.986256492,"(40.75619167, -73.986256492)","2016","12","05"
"2228",439624526,"05/13/2016",107,"BURGLARY",213,"BURGLARY,COMMERCIAL,NIGHT","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESTAURANT/DINER",NA,40.764032233,-73.978576575,"(40.764032233, -73.978576575)","2016","12","05"
"2229",655560442,"05/13/2016",341,"PETIT LARCENY",321,"LARCENY,PETIT FROM AUTO","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT",NA,"STREET",NA,40.719346065,-73.985914161,"(40.719346065, -73.985914161)","2016","12","05"
"2230",662519980,"05/13/2016",351,"CRIMINAL MISCHIEF & RELATED OF",259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4","COMPLETED","MISDEMEANOR","PORT AUTHORITY","FRONT OF","TRANSIT FACILITY (OTHER)",NA,40.712983933,-74.012114273,"(40.712983933, -74.012114273)","2016","12","05"
"2231",153634302,"05/13/2016",118,"DANGEROUS WEAPONS",792,"WEAPONS POSSESSION 1 & 2","COMPLETED","FELONY","N.Y. HOUSING POLICE","REAR OF","RESIDENCE - PUBLIC HOUSING",NA,40.788721243,-73.939996774,"(40.788721243, -73.939996774)","2016","12","05"
"2232",963761320,"05/13/2016",233,"SEX CRIMES",175,"SEXUAL ABUSE 3,2","COMPLETED","MISDEMEANOR","N.Y. TRANSIT POLICE",NA,"TRANSIT - NYC SUBWAY",NA,NA,NA,NA,"2016","12","05"
"2233",565525338,"05/13/2016",578,"HARRASSMENT 2",637,"HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","N.Y. HOUSING POLICE","INSIDE","RESIDENCE - PUBLIC HOUSING",NA,40.744639755,-74.004541406,"(40.744639755, -74.004541406)","2016","12","05"
"2234",544145109,"05/13/2016",341,"PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","FRONT OF","RESIDENCE - APT. HOUSE",NA,40.825027755,-73.94403976,"(40.825027755, -73.94403976)","2016","12","05"
"2235",605830202,"05/13/2016",361,"OFF. AGNST PUB ORD SENSBLTY &",639,"AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.717076767,-73.992523354,"(40.717076767, -73.992523354)","2016","12","05"
"2236",935982936,"05/13/2016",109,"GRAND LARCENY",422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.77141079,-73.960446784,"(40.77141079, -73.960446784)","2016","12","05"
"2237",314163421,"05/13/2016",104,"RAPE",157,"RAPE 1","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","HOTEL/MOTEL",NA,NA,NA,NA,"2016","12","05"
"2238",261847482,"05/13/2016",126,"MISCELLANEOUS PENAL LAW",761,"BRIBERY, POLICE OFFICER","COMPLETED","FELONY","N.Y. POLICE DEPT","FRONT OF","PUBLIC BUILDING",NA,40.815684487,-73.943538222,"(40.815684487, -73.943538222)","2016","12","05"
"2239",511928264,"05/13/2016",105,"ROBBERY",397,"ROBBERY,OPEN AREA UNCLASSIFIED","COMPLETED","FELONY","N.Y. HOUSING POLICE","FRONT OF","RESIDENCE - PUBLIC HOUSING",NA,40.711389864,-74.000106051,"(40.711389864, -74.000106051)","2016","12","05"
"2240",281811966,"05/13/2016",341,"PETIT LARCENY",343,"LARCENY,PETIT OF BICYCLE","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","FRONT OF","STREET",NA,40.714831622,-73.993677928,"(40.714831622, -73.993677928)","2016","12","05"
"2241",690026466,"05/13/2016",351,"CRIMINAL MISCHIEF & RELATED OF",254,"MISCHIEF, CRIMINAL 4, OF MOTOR","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","FRONT OF","STREET",NA,40.814729212,-73.949200086,"(40.814729212, -73.949200086)","2016","12","05"
"2242",968528559,"05/13/2016",344,"ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","FRONT OF","RESIDENCE - PUBLIC HOUSING",NA,40.721375302,-73.974849193,"(40.721375302, -73.974849193)","2016","12","05"
"2243",179637492,"05/13/2016",116,"SEX CRIMES",177,"SEXUAL ABUSE","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","CHECK CASHING BUSINESS",NA,NA,NA,NA,"2016","12","05"
"2244",662398306,"05/13/2016",107,"BURGLARY",213,"BURGLARY,COMMERCIAL,NIGHT","COMPLETED","FELONY","N.Y. POLICE DEPT","OPPOSITE OF","STREET",NA,40.859274518,-73.926329537,"(40.859274518, -73.926329537)","2016","12","05"
"2245",859980509,"05/13/2016",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. HOUSING POLICE","FRONT OF","RESIDENCE - PUBLIC HOUSING",NA,40.800222029,-73.930848342,"(40.800222029, -73.930848342)","2016","12","05"
"2246",801207539,"05/13/2016",351,"CRIMINAL MISCHIEF & RELATED OF",259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT",NA,"STREET",NA,40.800169761,-73.935374083,"(40.800169761, -73.935374083)","2016","12","05"
"2247",131003777,"05/13/2016",344,"ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","FRONT OF","RESIDENCE - PUBLIC HOUSING",NA,40.712879569,-73.987297065,"(40.712879569, -73.987297065)","2016","12","05"
"2248",797243555,"05/13/2016",341,"PETIT LARCENY",343,"LARCENY,PETIT OF BICYCLE","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","FRONT OF","COMMERCIAL BUILDING",NA,40.763278173,-73.969671245,"(40.763278173, -73.969671245)","2016","12","05"
"2249",121290441,"05/13/2016",107,"BURGLARY",221,"BURGLARY,RESIDENCE,DAY","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.815669885,-73.936569294,"(40.815669885, -73.936569294)","2016","12","05"
